kanji,furigana,meaning,tags,guid,romaji,hanviet
表紙,ひょうし,"front cover, binding",JLPT JLPT_2,exq#1;SO@*,hyoushi,BIỂU CHỈ
標識,ひょうしき,"sign, mark",JLPT JLPT_2,kDX[w^RE%^,hyoushiki,TIÊU THỨC
標準,ひょうじゅん,"standard, level",JLPT JLPT_2,r$bk_|d--C,hyoujun,TIÊU CHUẨN
標本,ひょうほん,"example, specimen",JLPT JLPT_2,"lfNW^di`Y,",hyouhon,TIÊU BỔN
評論,ひょうろん,"criticism, critique",JLPT JLPT_2,s}Ej!kw1~9,hyouron,BÌNH LUẬN
ビルディング,ビルディング,building,JLPT JLPT_2,J8!M@z<nsR,birudingu,
昼寝,ひるね,"nap (at home), siesta",JLPT JLPT_2,"x,{aI?hy6D",hirune,TRÚ TẨM
広げる,ひろげる,"to spread, to extend, to expand, to enlarge, to widen, to broaden",JLPT JLPT_2,nBlnE;%M(-,hirogeru,QUẢNG
広さ,ひろさ,extent,JLPT JLPT_2,lG>A7gDV9/,hirosa,QUẢNG
広場,ひろば,plaza,JLPT JLPT_2,t3z@d(WD;9,hiroba,QUẢNG TRÀNG
広々,ひろびろ,"extensive, spacious",JLPT JLPT_2,Eye9Pf.VGV,hirobiro,QUẢNG
ピンク,ピンク,pink,JLPT JLPT_2,}M:Z#WBUl,pinku,
便箋,びんせん,"writing paper, stationery",JLPT JLPT_2,DAZ9H$OhvM,binsen,TIỆN TIÊN
瓶詰,びんづめ,"bottling, bottled",JLPT JLPT_2,N_#i?7cB#[,binzume,BÌNH CẬT
ファスナー,ファスナー,"fastener, zipper",JLPT JLPT_2,n!rH#}$IH?,fasunaa,
風船,ふうせん,balloon,JLPT JLPT_2,oE(8x]l~K[,fuusen,PHONG THUYỀN
不運,ふうん,"unlucky, misfortune, bad luck",JLPT JLPT_2,Ek=uOv}jTZ,fuun,BẤT VẬN
深まる,ふかまる,"to deepen, to heighten, to intensify",JLPT JLPT_2,AoEcO;]AH#,fukamaru,THÂM
不規則,ふきそく,"irregularity, unsteadiness",JLPT JLPT_2,dufg6SP37F,fukisoku,BẤT QUY TẮC
普及,ふきゅう,"diffusion, spread",JLPT JLPT_2,sprE2d}(>:,fukyuu,PHỔ CẬP
付近,ふきん,"neighborhood, vicinity",JLPT JLPT_2,cz$T?0Oc1>,fukin,PHÓ CẬN
副～,ふく～,vice ~,JLPT JLPT_2,x7/psMz*#F,fuku~,PHÓ
副詞,ふくし,adverb,JLPT JLPT_2,A2D&p<Rh*?,fukushi,PHÓ TỪ
複写,ふくしゃ,"copy, duplicate",JLPT JLPT_2,"f.(+H@$,m~",fukusha,PHỨC TẢ
複数,ふくすう,"plural, multiple",JLPT JLPT_2,"df,MeSNnZ^",fukusuu,PHỨC SỔ
ふくめる,ふくめる,"to include, to instruct, to make one understand",JLPT JLPT_2,E_4V!wVhjP,fukumeru,
膨らます,ふくらます,"to swell, to expand, to inflate",JLPT JLPT_2,eZJ~QnaPP^,fukuramasu,BÀNH
膨らむ,ふくらむ,"to expand, to swell (out), to become inflated",JLPT JLPT_2,gX9*eZWr#^,fukuramu,BÀNH
不潔,ふけつ,"unclean, dirty",JLPT JLPT_2,OlF9IGIpI),fuketsu,BẤT KHIẾT
更ける,ふける,"to get late, to wear on",JLPT JLPT_2,wdqFkMvXan,fukeru,CANH
符号,ふごう,"sign, mark, symbol",JLPT JLPT_2,IGH`HBBpBL,fugou,PHÙ HÀO
夫妻,ふさい,"man and wife, married couple",JLPT JLPT_2,lo.$s^W>a[,fusai,PHU THÊ
塞がる,ふさがる,"to be plugged up, to be shut up",JLPT JLPT_2,m<:=EwmCiH,fusagaru,TẮC
塞ぐ,ふさぐ,"to stuff, to close up, to block (up)",JLPT JLPT_2,pJWqjf]P&p,fusagu,TẮC
ふざける,ふざける,"to romp, to gambol, to frolic",JLPT JLPT_2,"wxJ[ZD,*?f",fuzakeru,
無沙汰,ぶさた,neglecting to stay in contact,JLPT JLPT_2,mXdlHZOuK>,busata,VÔ SA THÁI
武士,ぶし,"warrior, samurai",JLPT JLPT_2,kh|VM6~+N],bushi,VŨ SĨ
部首,ぶしゅ,radical (of a kanji character),JLPT JLPT_2,rB[8HW{H3],bushu,BỘ THỦ
蒸す,ふす,"to steam (food, towel, etc.) to be hot and humid, to be sultry",JLPT JLPT_2,r!c{A-BiN=,fusu,CHƯNG
襖,ふすま,sliding screen,JLPT JLPT_2,Gfj{ovvCbc,fusuma,ÁO
附属,ふぞく,"attached, belonging, affiliated",JLPT JLPT_2,b5{>br)8^T,fuzoku,PHỤ CHÚC
付属,ふぞく,"being attached (to), being affiliated (to), belonging (to), going with",JLPT JLPT_2,"nR=,~i1i~~",fuzoku,PHÓ CHÚC
蓋,ふた,"cover, lid, cap",JLPT JLPT_2,tB(]=dUF]{,futa,CÁI
不通,ふつう,"suspension, interruption, stoppage, tie-up, cessation",JLPT JLPT_2,f3J`JKn<YY,futsuu,BẤT THÔNG
物騒,ぶっそう,"dangerous, disturbed, insecure",JLPT JLPT_2,y)>wu(aHUg,bussou,VẬT TAO
ぶつぶつ,ぶつぶつ,"grumbling, complaining in a small voice",JLPT JLPT_2,qMxSqk8|QN,butsubutsu,
船便,ふなびん,surface mail (ship),JLPT JLPT_2,iRS_8@xn)m,funabin,THUYỀN TIỆN
部品,ぶひん,"parts, accessories",JLPT JLPT_2,FDy}XMy%{O,buhin,BỘ PHẨM
吹雪,ふぶき,snow storm,JLPT JLPT_2,v+({l-j^oM,fubuki,XUY TUYẾT
父母,ふぼ,"father and mother, parents",JLPT JLPT_2,Ll;-.SjS/Y,fubo,PHỤ MẪU
踏切,ふみきり,"railway crossing, level crossing, starting line, scratch, crossover",JLPT JLPT_2,GO4{@dw9M.,fumikiri,ĐẠP THIẾT
麓,ふもと,"the foot, the bottom, the base (of a mountain)",JLPT JLPT_2,gGv+C<J!h4,fumoto,LỘC
フライパン,フライパン,"fry pan, frying pan",JLPT JLPT_2,"kaG8,BADao",furaipan,
ブラウス,ブラウス,blouse,JLPT JLPT_2,QM^Obt[T3I,burausu,
ぶらさげる,ぶらさげる,"to hang, to suspend, to swing",JLPT JLPT_2,zsGS&1j7k4,burasageru,
ブラシ,ブラシ,brush,JLPT JLPT_2,GK-sv9zX*O,burashi,
プラットホーム,プラットホーム,platform,JLPT JLPT_2,bkr1lkRi*.,purattohoomu,
フリー,フリー,free,JLPT JLPT_2,LgNW8Pd}P5,furii,
振り仮名,ふりがな,pronunciation key,JLPT JLPT_2,tp7b;~);$&,furigana,CHẤN GIẢ DANH
振り向く,ふりむく,"to turn one's face, to turn around",JLPT JLPT_2,M!}tc99p$L,furimuku,CHẤN HƯỚNG
プリント,プリント,"print, handout",JLPT JLPT_2,qRutfPmJ_A,purinto,
古～,ふる～,old ~,JLPT JLPT_2,yOy85A_d[A,furu~,CỔ
故郷,ふるさと,"home town, birthplace",JLPT JLPT_2,fPH>SIa_~L,furusato,CỐ HƯƠNG
古里,ふるさと,"home town, birthplace",JLPT JLPT_2,L?3e+b0LsP,furusato,CỔ LÍ
振舞う,ふるまう,"to behave, to conduct",JLPT JLPT_2,ocy;g4y/Lf,furumau,CHẤN VŨ
ブローチ,ブローチ,brooch,JLPT JLPT_2,A1E`_ZNs45,buroochi,
プログラム,プログラム,program,JLPT JLPT_2,CmX8s[W2Qv,puroguramu,
風呂敷,ふろしき,"wrapping cloth, cloth wrapper",JLPT JLPT_2,dHx|An0<B^,furoshiki,PHONG LỮ PHU
ふわふわ,ふわふわ,"light, soft",JLPT JLPT_2,"ouE+^X,qav",fuwafuwa,
噴火,ふんか,eruption,JLPT JLPT_2,AH/^[s43Q(,funka,PHÚN HỎA
分解,ぶんかい,"analysis, disassembly",JLPT JLPT_2,OB#FbcA~qO,bunkai,PHÂN GIẢI
文芸,ぶんげい,"literature, art and literature",JLPT JLPT_2,tt`(b(:~bY,bungei,VĂN VÂN
文献,ぶんけん,"literature, books (reference)",JLPT JLPT_2,GAy|sEvJyq,bunken,VĂN HIẾN
噴水,ふんすい,water fountain,JLPT JLPT_2,"jk9H]:,ETq",funsui,PHÚN THỦY
分数,ぶんすう,fraction (in math),JLPT JLPT_2,c/zwPyy+.b,bunsuu,PHÂN SỔ
文体,ぶんたい,literary style,JLPT JLPT_2,ttyj|<%!tP,buntai,VĂN THỂ
分布,ぶんぷ,distribution,JLPT JLPT_2,"F&4[s,*.xr",bunpu,PHÂN BỐ
文房具,ぶんぼうぐ,stationery,JLPT JLPT_2,q`Zjj<5}i7,bunbougu,VĂN PHÒNG CỤ
文脈,ぶんみゃく,context,JLPT JLPT_2,etxX79/6Kg,bunmyaku,VĂN MẠCH
分量,ぶんりょう,"amount, quantity",JLPT JLPT_2,g>~(m<JIvb,bunryou,PHÂN LƯỢNG
分類,ぶんるい,classification,JLPT JLPT_2,t{7wYNi1W2,bunrui,PHÂN LOẠI
閉会,へいかい,closure,JLPT JLPT_2,cAcpFr>2mr,heikai,BẾ HỘI
平気,へいき,"coolness, calmness, unconcern",JLPT JLPT_2,z(xagV[dg-,heiki,BÌNH KHÍ
並行,へいこう,"(going) side by side, concurrent, at the same time",JLPT_1 JLPT JLPT_2,oq7x11wlwL,heikou,TỊNH HÀNH
平日,へいじつ,weekday,JLPT JLPT_2,"PX,G5cgs03",heijitsu,BÌNH NHẬT
兵隊,へいたい,soldier,JLPT JLPT_2,toM&i}fuLv,heitai,BINH ĐỘI
平凡,へいぼん,"common, ordinary",JLPT JLPT_2,"s`b],MR&9J",heibon,BÌNH PHÀM
平野,へいや,"plain, open field",JLPT JLPT_2,L[uUr}G9/R,heiya,BÌNH DÃ
凹む,へこむ,"to be dented, to be indented",JLPT JLPT_2,ORF0ctV6X[,hekomu,AO
へそ,へそ,"navel, belly-button",JLPT JLPT_2,qr%|N/rOJm,heso,
隔てる,へだてる,to be shut out,JLPT JLPT_2,QSnbE1ue1O,hedateru,CÁCH
別荘,べっそう,villa; vacation home; summer cottage,JLPT Intermediate_Japanese Genki_Ln.23 JLPT_2 Intermediate_Japanese_Ln.13 Genki,__kVP|dTW,bessou,BIỆT TRANG
別々,べつべつ,"separately, individually",JLPT JLPT_2,jZHX%HAw.@,betsubetsu,BIỆT
ベテラン,ベテラン,veteran,JLPT JLPT_2,N$f]d}-cKp,beteran,
ヘリコプター,ヘリコプター,helicopter,JLPT JLPT_2,q)Q=o$Y_hX,herikoputaa,
編集,へんしゅう,"editing, compilation, editorial (e.g., committee)",JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,CMY4=Qx!?>,henshuu,BIÊN TẬP
便所,べんじょ,"toilet, lavatory",JLPT JLPT_2,vS8<$f00~!,benjo,TIỆN SỞ
ペンチ,ペンチ,pliers (lit: pinchers),JLPT JLPT_2,ypii1BOJF+,penchi,
ボーナス,ボーナス,bonus,JLPT JLPT_2 Genki_Ln.23 Genki,HVcj_;{/5t,boonasu,
防～,ぼう～,~ prevention,JLPT JLPT_2,b83:v}U.rY,bou~,
望遠鏡,ぼうえんきょう,telescope,JLPT JLPT_2,"eUp{Pt}o,e",bouenkyou,VỌNG VIỄN KÍNH
方角,ほうがく,"direction, way",JLPT JLPT_2,By.)=t/^Rp,hougaku,PHƯƠNG GIÁC
箒,ほうき,broom,JLPT JLPT_2,f:ESSC#*}*,houki,TRỬU
方言,ほうげん,dialect,JLPT JLPT_2,&2X^_SdQt,hougen,PHƯƠNG NGÔN
坊さん,ぼうさん,"Buddhist priest, monk",JLPT JLPT_2,"Qc,c}WSH)C",bousan,PHƯỜNG
防止,ぼうし,"prevention, check",JLPT JLPT_2,Nh.L=|T~RY,boushi,PHÒNG CHỈ
方針,ほうしん,"objective, plan, policy",JLPT JLPT_2,stt^|Hkbmf,houshin,PHƯƠNG CHÂM
包装,ほうそう,"packing, wrapping",JLPT JLPT_2,Otsl}ZzWXb,housou,BAO TRANG
法則,ほうそく,"law, rule",JLPT JLPT_2,iMzqR&2E$7,housoku,PHÁP TẮC
包帯,ほうたい,bandage,JLPT JLPT_2,jdeHukm4CR,houtai,BAO ĐỚI
膨大,ぼうだい,"enormous, extensive",JLPT JLPT_2,hDhfR$-iz,boudai,BÀNH ĐẠI
包丁,ほうちょう,"kitchen knife, carving knife",JLPT JLPT_2,F|0`&E;>^U,houchou,BAO ĐINH
方程式,ほうていしき,equation,JLPT JLPT_2,CWj-S*o0>!,houteishiki,PHƯƠNG TRÌNH THỨC
防犯,ぼうはん,prevention of crime,JLPT JLPT_2,ud5?<C%(~-,bouhan,PHÒNG PHẠM
方面,ほうめん,direction; area,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,pYi7d6I9bd,houmen,PHƯƠNG DIỆN
坊や,ぼうや,boy,JLPT JLPT_2,G_?oo:%KzF,bouya,PHƯỜNG
放る,ほうる,to let go,JLPT JLPT_2,"C{B(cB/!,S",houru,PHÓNG
朗らか,ほがらか,"bright, cheerful, melodious",JLPT JLPT_2,"biS@,:!mm:",hogaraka,LÃNG
朗らか(な),ほがらか(な),"cheerful, merry bright (sky, day, etc.), fine, clear",JLPT JLPT_2,B5Ml)a4{iI,hogaraka(na),
牧場,ぼくじょう,farm (livestock); pasture land,JLPT JLPT_2,"D[,+7?JI;Q",bokujou,MỤC TRÀNG
牧畜,ぼくちく,stock-farming,JLPT JLPT_2,oCu$DV_SOs,bokuchiku,MỤC SÚC
保健,ほけん,"health preservation, hygiene, sanitation",JLPT JLPT_2,"tY,tXP&1EW",hoken,BẢO KIỆN
募集,ぼしゅう,recruitment,JLPT JLPT_2 Genki_Ln.13 Genki,IXW1A3^TP],boshuu,MỘ TẬP
干す,ほす,"to air, to dry, to drink up",JLPT JLPT_2,G2&WPE#=vv,hosu,KIỀN
ポスター,ポスター,poster,JLPT_2 JLPT Genki_Ln.21 Genki,vz]f3qYXvW,posutaa,
北極,ほっきょく,North Pole,JLPT JLPT_2,bgjpd&a{kA,hokkyoku,BẮC CỰC
坊っちゃん,ぼっちゃん,son (of others),JLPT JLPT_2,F}X~i4B*xw,botchan,PHƯỜNG
解く,ほどく,to unfasten,JLPT JLPT_2,FAb2m|I`v1,hodoku,GIẢI
掘る,ほる,"to dig, to excavate",JLPT JLPT_2,P(Ii(].EKe,horu,QUẬT
彫る,ほる,"to carve, to chisel",JLPT JLPT_2,w:dO4e{8Ji,horu,ĐIÊU
ぼろ,ぼろ,"rag, tattered clothes",JLPT JLPT_2,"NW1R}tvp,P",boro,
盆,ぼん,Festival of the Dead; tray,JLPT JLPT_2,qj@{)T)L*<,bon,BỒN
盆地,ぼんち,"basin (e.g., between mountains)",JLPT JLPT_2,cA[T.nYJ`t,bonchi,BỒN ĐỊA
ほんの～,ほんの～,"mere, just",JLPT JLPT_2,LD`QTJO;b~,honno~,
本部,ほんぶ,headquarters,JLPT JLPT_2,j_S85q;bAx,honbu,BỔN BỘ
本来,ほんらい,"essentially, naturally, by nature",JLPT JLPT_2,d:u_JtOqN$,honrai,BỔN LAI
まあまあ,まあまあ,okay; so-so; decent,JLPT JLPT_2 Genki_Ln.11 Genki,gEu+!$P11#,maamaa,
毎～,まい～,every ~,JLPT JLPT_2,A((3F0kA(~,mai~,MỖI
枚数,まいすう,the number of flat things,JLPT JLPT_2,txIx.*SQ<<,maisuu,MAI SỔ
毎度,まいど,"each time, common service-sector greeting",JLPT JLPT_2,tNEeyhC?CO,maido,MỖI ĐỘ
まく,まく,"to wind, to coil, to roll",JLPT JLPT_2,HX*jvL+{?S,maku,
枕,まくら,pillow,JLPT JLPT_2,r:aSt_cmjW,makura,CHẨM
曲げる,まげる,"to bend, to crook, to lean",JLPT JLPT_2,c^Y!O@AS0!,mageru,KHÚC
まごまご,まごまご,"confused, be at a loss",JLPT JLPT_2,fsndtXo3d3,magomago,
摩擦,まさつ,friction; rubbing; chafe,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,s]MF/PuI>5,masatsu,MA SÁT
まざる,まざる,"to be mixed, to be blended with, to associate with",JLPT JLPT_2,jl4iD/OMQ),mazaru,
まじる,まじる,"to be mixed, to be blended with, to associate with",JLPT JLPT_2,tA}W)>X]v|,majiru,
マスク,マスク,mask,JLPT JLPT_2,C!G`yaEZpC,masuku,
まぜる,まぜる,"to mix, to stir",JLPT JLPT_2,N2_f#cqR]>,mazeru,
またぐ,またぐ,to straddle,JLPT JLPT_2,MVE!gLhDn<,matagu,
跨ぐ,またぐ,"to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle",JLPT JLPT_2,G1zbrDd=1y,matagu,KHÓA
待合室,まちあいしつ,waiting room,JLPT JLPT_2,K=0IrWVZf4,machiaishitsu,ĐÃI HỢP THẤT
待ち合わせる,まちあわせる,"to rendezvous, to meet at a prearranged place and time",JLPT JLPT_2,ba8vXTF^0z,machiawaseru,ĐÃI HỢP
街角,まちかど,street corner,JLPT JLPT_2,Qdd<k6I!B.,machikado,NHAI GIÁC
真っ暗,まっくら,total darkness,JLPT JLPT_2,L9D&pF9do3,makkura,CHÂN ÁM
真っ黒,まっくろ,pitch black,JLPT JLPT_2,uf8qa)}H~~,makkuro,CHÂN HẮC
真っ青,まっさお,"deep blue, ghastly pale",JLPT JLPT_2,O<9;wBZ~L0,massao,CHÂN THANH
真っ先,まっさき,"foremost, beginning",JLPT JLPT_2,J/q2ej|!r|,massaki,CHÂN TIÊN
真っ白,まっしろ,pure white,JLPT JLPT_2,J6?OmtkLVX,masshiro,CHÂN BẠCH
祭る,まつる,"to deify, to enshrine",JLPT JLPT_2,GdV0$T|dnJ,matsuru,TẾ
窓口,まどぐち,(ticket) window,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,xdz)^i]j;[,madoguchi,SONG KHẨU
真似る,まねる,"to mimic, to imitate",JLPT JLPT_2,uJZVzYu2Ry,maneru,CHÂN TỰ
まぶた,まぶた,eyelids,JLPT JLPT_2,G%BvRagvhI,mabuta,
マフラー,マフラー,a winter scarf,JLPT_2 JLPT Genki_Ln.14 Genki,Q87-B${@Jc,mafuraa,
間も無く,まもなく,"soon, in a short time",JLPT JLPT_2,vaV9T=MxPD,mamonaku,GIAN VÔ
間もなく,まもなく,"soon, shortly, before long, in a short time, in a little while",JLPT JLPT_2,yu:b9)h!u&,mamonaku,GIAN
マラソン,マラソン,marathon,JLPT JLPT_2,x1bZ*0{Jmx,marason,
稀,まれ,"rare, seldom",JLPT JLPT_2,fI}bUBDb~F,mare,HI
回り道,まわりみち,detour,JLPT JLPT_2,EmJ?soVNP8,mawarimichi,HỒI ĐẠO
満員,まんいん,"full house, no vacancy, sold out",JLPT JLPT_2,lNFNyW1^.O,man'in,MÃN VIÊN
マンション,マンション,"multistory apartment house, condominium",JLPT_2 JLPT Genki_Ln.14 Genki,BK;@JartEg,manshon,
満点,まんてん,perfect score,JLPT JLPT_2,wMe[}41xth,manten,MÃN ĐIỂM
未～,み～,not yet ~,JLPT JLPT_2,jlo$?jcv~p,mi~,VỊ
見上げる,みあげる,"to look up at, to admire",JLPT JLPT_2,f/_Ecz_n}6,miageru,KIẾN THƯỢNG
見送る,みおくる,to see off; to escort; to let pass,JLPT JLPT_2,k=}(8{DG3E,miokuru,KIẾN TỐNG
見下ろす,みおろす,"to overlook, to look down on something",JLPT JLPT_2,"J,1|nmvT6*",miorosu,KIẾN HẠ
見掛け,みかけ,outward appearance,JLPT JLPT_2,M{6UR7>ns),mikake,KIẾN QUẢI
三日月,みかづき,crescent moon,JLPT JLPT_2,"oy@Fx($<,|",mikazuki,TAM NHẬT NGUYỆT
岬,みさき,cape (on coast),JLPT JLPT_2,mse@aZCB{~,misaki,GIÁP
みじめ,みじめ,"sad, pitiful, wretched",JLPT JLPT_2,yJ1{6!ct=e,mijime,
惨めな,みじめな,"miserable, wretched, unhappy, sad, pitiable",JLPT JLPT_2,N0/%L2iZ-/,mijimena,
ミシン,ミシン,sewing machine,JLPT JLPT_2,d1j}k[P`go,mishin,
自ら,みずから,"for one's self, personally",JLPT JLPT_2,Jm|Fujfl1c,mizukara,TỰ
水着,みずぎ,bathing suit (woman's),JLPT JLPT_2,o%MGb.}$^_,mizugi,THỦY TRỨ
店屋,みせや,"store, shop",JLPT JLPT_2,vv#zIkIc#p,miseya,ĐIẾM ỐC
見出し,みだし,"heading, index",JLPT JLPT_2,H76Ot%CaXm,midashi,KIẾN XUẤT
道順,みちじゅん,"itinerary, route",JLPT JLPT_2,e.TVg<fHh^,michijun,ĐẠO THUẬN
みっともない,みっともない,"shameful, indecent",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,NM_z!JuhP7,mittomonai,
見詰める,みつめる,"to stare at, to gaze at",JLPT JLPT_2,ggyxS%fcH3,mitsumeru,KIẾN CẬT
見直す,みなおす,"to look over again, to review",JLPT JLPT_2,i4L<t=G)#$,minaosu,KIẾN TRỰC
見慣れる,みなれる,"to become used to seeing, to be familiar with",JLPT JLPT_2,L|*x29{!8`,minareru,KIẾN QUÁN
醜い,みにくい,ugly,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,>3rAC]n#o,minikui,XÚ
実る,みのる,"to bear fruit, to ripen",JLPT JLPT_2,s?siXG_F6O,minoru,THỰC
身分,みぶん,"position, status",JLPT JLPT_2,QAgzyPeRRn,mibun,THÂN PHÂN
見本,みほん,sample,JLPT JLPT_2,AWma@Eod@B,mihon,KIẾN BỔN
見舞う,みまう,"to ask after (health), to visit",JLPT JLPT_2,zTV4Yost{h,mimau,KIẾN VŨ
未満,みまん,"less than, insufficient",JLPT JLPT_2,nt1s0!NVdz,miman,VỊ MÃN
名字,みょうじ,"surname, family name",JLPT JLPT_2,"Ew6=${R8,S",myouji,DANH TỰ
ミリ (メートル),ミリ (メートル),milli-,JLPT JLPT_2,kM;@-}8}0R,miri (meetoru),
診る,みる,to examine (medically),JLPT JLPT_2,"q@#,?h7tBf",miru,CHẨN
民間,みんかん,"private, civilian",JLPT JLPT_2,vv3cePKnIT,minkan,DÂN GIAN
民主～,みんしゅ～,democratic,JLPT JLPT_2,K3~5HUQIAM,minshu~,DÂN CHỦ
民謡,みんよう,"folk song, popular song",JLPT JLPT_2,pP&9kI-fbS,minyou,DÂN DAO
無限,むげん,infinite,JLPT JLPT_2,gDON}p~:3b,mugen,VÔ HẠN
無地,むじ,plain,JLPT JLPT_2,o<F6#GtsCJ,muji,VÔ ĐỊA
蒸し暑い,むしあつい,"humid, sultry",JLPT JLPT_2,b:SYmm(y*W,mushiatsui,CHƯNG THỬ
矛盾,むじゅん,"contradiction, inconsistency",JLPT JLPT_2,o%DtBbl{ew,mujun,MÂU THUẪN
無数,むすう,"countless number, infinite number",JLPT JLPT_2,CTm.Li6V%.,musuu,VÔ SỔ
紫,むらさき,"purple color, violet",JLPT JLPT_2,L>.R5hInn&,murasaki,TỬ
群れ,むれ,"crowd, flock, herd",JLPT JLPT_2,B_zh7-tRm8,mure,QUẦN
姪,めい,niece,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,kEuo{su[^Q,mei,ĐIỆT
名～,めい～,famous ~,JLPT JLPT_2,Ojv<[]|SWz,mei~,DANH
名作,めいさく,masterpiece,JLPT JLPT_2,h/LK6GJnNJ,meisaku,DANH TÁC
名詞,めいし,noun,JLPT JLPT_2,iPorDGRE(|,meishi,DANH TỪ
名刺,めいし,business card,JLPT JLPT_2,z;/559u$MG,meishi,DANH THỨ
名所,めいしょ,famous place,JLPT JLPT_2,n}/wr4@6m|,meisho,DANH SỞ
迷信,めいしん,superstition,JLPT JLPT_2,"p|p0h,n7H0",meishin,MÊ TÍN
命ずる,めいずる,"to command, to appoint",JLPT JLPT_2,Qc}ueJ@_WT,meizuru,MỆNH
名物,めいぶつ,"famous product, special product, speciality",JLPT JLPT_2,q76$d]Uuar,meibutsu,DANH VẬT
銘々,めいめい,"each, individual",JLPT JLPT_2,N3.+yn]5jC,meimei,MINH
恵まれる,めぐまれる,"to be blessed with, to be rich in",JLPT JLPT_2,"s!Z[_1,-&j",megumareru,HUỆ
巡る,めぐる,to go around,JLPT JLPT_2,GKyShII|t^,meguru,TUẦN
目指す,めざす,"to aim at, to have an eye on",JLPT JLPT_2,oG%j5iiHnk,mezasu,MỤC CHỈ
目覚し,めざまし,alarm-clock,JLPT JLPT_2,d0&ePwjG0x,mezamashi,MỤC GIÁC
目下,めした,"at present, now",JLPT JLPT_2,K0{dBA~W!9,meshita,MỤC HẠ
目印,めじるし,"mark, sign, landmark",JLPT JLPT_2,q`zWJQ:%c#,mejirushi,MỤC ẤN
目立つ,めだつ,"to be conspicuous, to stand out",JLPT JLPT_2,tk[T8cc59E,medatsu,MỤC LẬP
めちゃくちゃ,めちゃくちゃ,"absurd, messed up, wrecked",JLPT JLPT_2,uO5)`QU0vj,mechakucha,
めっきり,めっきり,remarkably,JLPT JLPT_2,"wL+5c9k~v,",mekkiri,
めでたい,めでたい,"happy, propitious, joyous",JLPT JLPT_2,sd<5h;im*g,medetai,
メニュー,メニュー,menu,JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.6 Genki_Ln.2 Genki,Qb[M(zgy5[,menyuu,
めまい,めまい,"dizziness, giddiness",JLPT JLPT_2,w[+/szbGSa,memai,
目安,めやす,"criterion, aim",JLPT JLPT_2,"BF>,#hrn[;",meyasu,MỤC AN
免税,めんぜい,tax exemption,JLPT JLPT_2,ED4QKkxoOi,menzei,MIỄN THUẾ
面積,めんせき,area,JLPT JLPT_2,nvFYwK_.$V,menseki,DIỆN TÍCH
面接,めんせつ,interview,JLPT JLPT_2,"G{,..f)t;T",mensetsu,DIỆN TIẾP
面倒臭い,めんどうくさい,"bother to do, tiresome",JLPT JLPT_2,v_H;=Sw:>n,mendoukusai,DIỆN ĐẢO XÚ
モーター,モーター,motor,JLPT JLPT_2,"wBaq,e|KHL",mootaa,
儲かる,もうかる,"to be profitable, to yield a profit",JLPT JLPT_2,"x^)#,>iTuV",moukaru,TRỮ
儲ける,もうける,"to earn, to have (bear, beget) a child",JLPT JLPT_2,knorMFQjZa,moukeru,TRỮ
申し訳ない,もうしわけない,"inexcusable, I am sorry",JLPT JLPT_2,hK_t:TVUx-,moushiwakenai,
木材,もくざい,"lumber, timber, wood",JLPT JLPT_2,p])fTiJgeI,mokuzai,MỘC TÀI
目次,もくじ,table of contents,JLPT JLPT_2,M+OIm~SY-.,mokuji,MỤC THỨ
潜る,もぐる,"to dive, to pass through; to evade, to hide",JLPT JLPT_2,qj|MaKX?5J,moguru,TIỀM
もしかしたら,もしかしたら,"perhaps, maybe, by some chance",JLPT JLPT_2,j:FmHM43yb,moshikashitara,
もたれる,もたれる,"to lean against, to lean on",JLPT JLPT_2,Qh6t6//2Z$,motareru,
凭れる,もたれる,"to lean against, to lean on, to recline on",JLPT JLPT_2,fLRY=%%+A3,motareru,BẰNG
モダン,モダン,modern,JLPT JLPT_2,N5!.;_=H-k,modan,
餅,もち,sticky rice cake,JLPT JLPT_2,OEgIoQ4(`q,mochi,BÍNH
モデル,モデル,a fashion model,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,hjD+7m/[]w,moderu,
元々,もともと,"originally, by nature, from the start",JLPT JLPT_2,u[5ChLTTM_,motomoto,NGUYÊN
物置,ものおき,storage room,JLPT JLPT_2,JX]1h3C@-y,monooki,VẬT TRÍ
物語る,ものがたる,"to tell, to indicate",JLPT JLPT_2,M5^N%-Zkc~,monogataru,VẬT NGỮ
物差し,ものさし,"ruler, measure",JLPT JLPT_2,c.4G}[6Jdw,monosashi,VẬT SOA
物凄い,ものすごい,"earth-shattering, staggering, to a very great extent",JLPT JLPT_2,P17Ihw(4J*,monosugoi,VẬT THÊ
